area_util,banheiros,suites,quartos,vagas_garagem,preco_venda,bairro,tipo_imovel,tipo_imovel_recategorized
94209,91.0,2.0,2.0,2.0,2.0,419300,Jardim Arpoador,Apartamento,Apartamento
94210,43.0,1.0,1.0,1.0,1.0,441000,Itaim Bibi,Flat,Apartamento
94212,58.0,2.0,1.0,2.0,1.0,336000,Ipiranga,Apartamento,Apartamento
94220,89.0,3.0,1.0,3.0,2.0,549500,Ipiranga,Apartamento,Apartamento
94225,80.0,2.0,1.0,2.0,1.0,903000,Itaim Bibi,Apartamento,Apartamento
94227,49.0,1.0,0.0,2.0,1.0,133700,Conjunto Promorar Raposo Tavares,Apartamento,Apartamento
94229,91.0,3.0,1.0,3.0,2.0,420000,Jardim Arpoador,Apartamento,Apartamento
94231,98.0,3.0,1.0,3.0,2.0,805000,Itaim Bibi,Apartamento,Apartamento
94235,81.0,2.0,0.0,2.0,2.0,224000,Jardim Cambara,Casa,Casa
94237,103.0,2.0,1.0,3.0,2.0,808299,Bosque da Saúde,Apartamento,Apartamento
94239,126.0,1.0,1.0,3.0,2.0,326900,São Lucas,Casa de dois andares,Casa
94241,125.0,2.0,0.0,3.0,2.0,672000,Vila Olímpia,Casa,Casa
94242,110.0,3.0,1.0,2.0,2.0,455000,Sítio da Figueira,Apartamento,Apartamento
94243,80.0,2.0,1.0,2.0,1.0,408100,Vila Nova Conceição,Apartamento,Apartamento
94244,55.0,1.0,0.0,2.0,1.0,220500,Sítio da Figueira,Apartamento,Apartamento
94245,66.0,2.0,0.0,2.0,1.0,382900,Vila Olímpia,Apartamento,Apartamento
94246,50.0,1.0,0.0,2.0,1.0,126699,Conjunto Habitacional Teotonio Vilela,Apartamento,Apartamento
94253,55.0,1.0,1.0,2.0,1.0,445084,Vila Clementino,Apartamento,Apartamento
94258,83.0,2.0,1.0,3.0,2.0,525000,Vila Dom Pedro I,Apartamento,Apartamento
94260,214.0,3.0,0.0,3.0,4.0,546000,Chácara Inglesa,Casa,Casa
94261,54.0,2.0,1.0,1.0,2.0,384230,Vila Gumercindo,Apartamento,Apartamento
94263,65.0,2.0,1.0,2.0,1.0,420000,Morumbi,Apartamento,Apartamento
94264,134.0,2.0,1.0,3.0,2.0,896000,Indianópolis,Apartamento,Apartamento
94267,94.0,3.0,1.0,3.0,2.0,805000,Moema,Apartamento,Apartamento
94268,117.0,3.0,2.0,4.0,2.0,770000,Vila Clementino,Apartamento,Apartamento
94270,79.0,2.0,0.0,3.0,1.0,294000,Vila Gumercindo,Apartamento,Apartamento
94271,93.0,3.0,1.0,3.0,2.0,489299,Vila Nair,Apartamento,Apartamento
94272,53.0,2.0,1.0,2.0,1.0,564386,Moema,Apartamento,Apartamento
94274,70.0,2.0,2.0,3.0,2.0,350000,Vila Nair,Apartamento,Apartamento
94279,52.0,2.0,1.0,2.0,1.0,575156,Moema,Apartamento,Apartamento
94280,173.0,5.0,3.0,4.0,5.0,2933000,Vila Clementino,Cobertura,Apartamento
94284,95.0,2.0,0.0,3.0,2.0,294000,Vila Sônia,Cobertura,Apartamento
94285,56.0,1.0,0.0,2.0,1.0,364000,Vila Mariana,Apartamento,Apartamento
94287,96.0,2.0,1.0,3.0,2.0,283500,Vila Sônia,Cobertura,Apartamento
94290,65.0,3.0,2.0,2.0,1.0,185500,Parque das Paineiras,Condomínio,Outro
94291,105.0,3.0,0.0,3.0,2.0,780500,Indianópolis,Apartamento,Apartamento
94297,242.0,4.0,1.0,3.0,2.0,406000,Jardim Panorama (Zona Leste),Casa de dois andares,Casa
94298,50.0,1.0,0.0,2.0,1.0,196000,Jardim Monte Kemel,Apartamento,Apartamento
94299,96.0,3.0,1.0,3.0,2.0,625800,Ipiranga,Apartamento,Apartamento
94301,55.0,1.0,0.0,2.0,2.0,422646,Vila Gumercindo,Apartamento,Apartamento
94302,110.0,2.0,0.0,3.0,1.0,275100,Cidade Nova Heliópolis,Casa,Casa
94303,80.0,2.0,0.0,2.0,1.0,496999,Moema,Apartamento,Apartamento
94305,74.0,2.0,1.0,3.0,2.0,448000,Vila Mariana,Apartamento,Apartamento
94307,78.0,2.0,1.0,3.0,1.0,503999,Vila Dom Pedro I,Apartamento,Apartamento
94308,58.0,1.0,0.0,3.0,1.0,203000,Vila Alpina,Apartamento,Apartamento
94309,88.0,2.0,0.0,3.0,1.0,595000,Vila Uberabinha,Apartamento,Apartamento
94312,100.0,3.0,1.0,3.0,2.0,602000,Vila Gumercindo,Condomínio,Outro
94314,112.0,3.0,1.0,3.0,2.0,816200,São Paulo,Apartamento,Apartamento
94315,81.0,2.0,2.0,2.0,2.0,489999,Morumbi,Apartamento,Apartamento
94318,161.0,3.0,1.0,3.0,5.0,595000,Jardim Cotiana,Casa de dois andares,Casa
94319,106.0,2.0,1.0,2.0,2.0,503999,Jardim Arpoador,Apartamento,Apartamento
94320,47.0,2.0,1.0,1.0,1.0,301000,Jardim Leonor,Apartamento,Apartamento
94322,157.0,2.0,1.0,3.0,2.0,385000,Vila Alpina,Casa de dois andares,Casa
94323,260.0,3.0,1.0,3.0,2.0,548100,Vila Gumercindo,Casa de dois andares,Casa
94329,80.0,3.0,0.0,3.0,1.0,525000,Saúde,Apartamento,Apartamento
94333,38.0,1.0,0.0,1.0,1.0,294000,Vila Clementino,Apartamento,Apartamento
94334,110.0,2.0,1.0,3.0,2.0,489999,Bosque da Saúde,Casa,Casa
94336,55.0,2.0,0.0,2.0,1.0,392000,Vila Mariana,Apartamento,Apartamento
94337,115.0,3.0,1.0,4.0,3.0,805000,Vila Uberabinha,Apartamento,Apartamento
94340,127.0,3.0,1.0,3.0,1.0,668500,Indianópolis,Apartamento,Apartamento
94343,175.0,4.0,0.0,3.0,2.0,875000,Itaim Bibi,Casa,Casa
94345,74.0,2.0,1.0,2.0,1.0,772597,Indianópolis,Apartamento,Apartamento
94350,87.0,2.0,0.0,3.0,1.0,553000,Vila Uberabinha,Apartamento,Apartamento
94362,26.0,1.0,0.0,1.0,1.0,334031,Vila Olímpia,Apartamento,Apartamento
94371,149.0,2.0,1.0,3.0,2.0,623000,Cidade Monções,Casa,Casa
94376,86.0,3.0,0.0,2.0,2.0,882000,Vila Olímpia,Apartamento,Apartamento
94378,277.0,2.0,0.0,2.0,4.0,329000,Parque Císper,Casa,Casa
94379,90.0,2.0,0.0,2.0,1.0,525000,Vila Uberabinha,Apartamento,Apartamento
94385,43.0,1.0,0.0,1.0,1.0,489999,Vila Olímpia,Apartamento,Apartamento
94386,130.0,1.0,1.0,3.0,2.0,525000,Jardim Monte Kemel,Casa de dois andares,Casa
94387,92.0,2.0,1.0,3.0,1.0,455000,Vila Olímpia,Apartamento,Apartamento
94389,68.0,2.0,1.0,3.0,1.0,258999,Vila Mazzei,Apartamento,Apartamento
94394,36.0,1.0,0.0,1.0,1.0,329000,Vila Olímpia,Apartamento,Apartamento
94398,90.0,2.0,1.0,3.0,1.0,378000,Vila Sonia,Apartamento,Apartamento
94399,112.0,3.0,0.0,3.0,1.0,455000,Vila Olímpia,Apartamento,Apartamento
94402,29.0,1.0,1.0,1.0,1.0,170100,Indianópolis,Flat,Apartamento
94403,96.0,2.0,1.0,3.0,2.0,663600,Vila Olímpia,Apartamento,Apartamento
94409,247.0,3.0,1.0,3.0,2.0,350000,Parque Ipê,Casa de dois andares,Casa
94410,44.0,2.0,1.0,1.0,1.0,385000,Moema,Apartamento,Apartamento
94411,70.0,3.0,1.0,2.0,1.0,258999,Tremembé,Condomínio,Outro
94417,44.0,1.0,0.0,2.0,1.0,171500,Vila Alpina,Apartamento,Apartamento
94418,90.0,2.0,0.0,2.0,1.0,251999,Jardim Ibitirama,Condomínio,Outro
94420,64.0,2.0,1.0,3.0,1.0,268660,Vila Bela,Apartamento,Apartamento
94422,183.0,2.0,1.0,3.0,2.0,609000,Ipiranga,Casa,Casa
94424,52.0,2.0,1.0,2.0,1.0,210000,Jardim Ibitirama,Apartamento,Apartamento
94425,98.0,3.0,1.0,3.0,2.0,679000,Saúde,Apartamento,Apartamento
94430,100.0,3.0,1.0,3.0,1.0,693000,Indianópolis,Apartamento,Apartamento
94431,67.0,2.0,1.0,2.0,1.0,468999,Ipiranga,Apartamento,Apartamento
94432,114.0,2.0,2.0,3.0,3.0,595000,Ipiranga,Apartamento,Apartamento
94433,150.0,3.0,2.0,2.0,2.0,378000,Vila Bela,Apartamento,Apartamento
94434,150.0,3.0,2.0,2.0,2.0,329000,Vila Alpina,Apartamento,Apartamento
94435,56.0,1.0,0.0,2.0,1.0,175000,Vila Alpina,Apartamento,Apartamento
94437,35.0,1.0,1.0,1.0,1.0,241499,Indianópolis,Flat,Apartamento
94452,70.0,2.0,1.0,2.0,2.0,301000,Ferreira,Apartamento,Apartamento
94453,67.0,1.0,1.0,2.0,1.0,385000,Vila Sonia,Apartamento,Apartamento
94456,150.0,1.0,1.0,3.0,2.0,385000,Vila Alpina,Casa de dois andares,Casa
94460,100.0,1.0,1.0,3.0,2.0,346500,Vila Alpina,Casa de dois andares,Casa
94461,151.0,3.0,0.0,3.0,3.0,297500,Parque Residencial Oratorio,Casa,Casa
94464,52.0,1.0,0.0,2.0,1.0,195300,Sítio Pinheirinho,Apartamento,Apartamento
94465,195.0,2.0,1.0,3.0,2.0,489999,Vila Alpina,Casa de dois andares,Casa
94468,62.0,2.0,1.0,2.0,1.0,455000,Vila Dom Pedro I,Apartamento,Apartamento
94469,150.0,2.0,1.0,3.0,5.0,420000,Vila Alpina,Casa de dois andares,Casa
94470,68.0,2.0,1.0,2.0,1.0,427000,Vila Dom Pedro I,Apartamento,Apartamento
94471,82.0,3.0,2.0,2.0,2.0,595000,Bosque da Saúde,Apartamento,Apartamento
94472,99.0,2.0,1.0,3.0,2.0,489999,Vila Dom Pedro I,Apartamento,Apartamento
94474,80.0,1.0,0.0,3.0,1.0,333900,Cursino,Apartamento,Apartamento
94476,91.0,3.0,1.0,3.0,2.0,679000,Vila Dom Pedro I,Apartamento,Apartamento
94478,78.0,3.0,1.0,3.0,2.0,560000,Vila Mariana,Apartamento,Apartamento
94479,257.0,3.0,1.0,4.0,3.0,805000,Vila Firmiano Pinto,Casa,Casa
94480,54.0,2.0,1.0,2.0,1.0,343000,Vila Dom Pedro I,Apartamento,Apartamento
94481,101.0,2.0,0.0,3.0,1.0,560000,Vila Firmiano Pinto,Condomínio,Outro
94482,70.0,2.0,1.0,2.0,2.0,406000,Vila Dom Pedro I,Apartamento,Apartamento
94483,95.0,2.0,1.0,3.0,2.0,665000,Vila Clementino,Apartamento,Apartamento
94484,60.0,2.0,1.0,2.0,1.0,318500,Ipiranga,Apartamento,Apartamento
94486,181.0,2.0,1.0,3.0,2.0,1484000,Vila Clementino,Cobertura,Apartamento
94495,120.0,2.0,0.0,2.0,1.0,482299,Vila Clementino,Casa,Casa
94496,95.0,2.0,1.0,3.0,1.0,510999,Vila Mariana,Apartamento,Apartamento
94497,109.0,4.0,1.0,3.0,2.0,455000,Bosque da Saúde,Casa de dois andares,Casa
94506,60.0,2.0,0.0,2.0,1.0,244999,Cursino,Apartamento,Apartamento
94512,60.0,1.0,0.0,2.0,1.0,230999,Vila Firmiano Pinto,Apartamento,Apartamento
94513,70.0,2.0,1.0,2.0,2.0,588000,Vila Mariana,Apartamento,Apartamento
94516,72.0,1.0,0.0,2.0,1.0,266000,Vila Mariana,Apartamento,Apartamento
94517,38.0,1.0,0.0,1.0,1.0,355180,Vila Olímpia,Apartamento,Apartamento
94521,102.0,2.0,0.0,2.0,1.0,616000,Indianópolis,Apartamento,Apartamento
94522,83.0,2.0,2.0,2.0,2.0,836500,Itaim Bibi,Apartamento,Apartamento
94525,650.0,4.0,0.0,1.0,2.0,1400000,Ipiranga,Depósito,Outro
94533,100.0,3.0,1.0,3.0,1.0,294000,Vila Bela,Casa de dois andares,Casa
94535,56.0,2.0,1.0,2.0,1.0,430500,Vila Olímpia,Apartamento,Apartamento
94546,110.0,3.0,2.0,2.0,2.0,308000,Vila Bela,Condomínio,Outro
94551,78.0,3.0,1.0,3.0,2.0,489999,Jardim Monte Kemel,Casa de dois andares,Casa
94554,38.0,1.0,0.0,1.0,1.0,183384,Morumbi,Kitnet,Apartamento
94561,51.0,1.0,0.0,2.0,1.0,157500,Jardim Três Marias,Apartamento,Apartamento
94562,46.0,1.0,0.0,2.0,1.0,203000,Parque Ipê,Apartamento,Apartamento
94563,68.0,1.0,1.0,2.0,1.0,399000,Ipiranga,Apartamento,Apartamento
94582,307.0,5.0,4.0,4.0,5.0,2135000,Vila Clementino,Cobertura,Apartamento
94590,87.0,3.0,1.0,3.0,2.0,559300,Ipiranga,Apartamento,Apartamento
94591,53.0,2.0,1.0,2.0,1.0,500884,Vila Mariana,Apartamento,Apartamento
94597,75.0,2.0,1.0,3.0,2.0,364000,Vila Independencia,Casa de dois andares,Casa
94601,52.0,2.0,1.0,2.0,1.0,475999,Vila Mariana,Apartamento,Apartamento
94603,113.0,2.0,1.0,3.0,2.0,475999,Vila Dom Pedro I,Casa de dois andares,Casa
94605,226.0,4.0,1.0,3.0,2.0,595000,Vila Anadir,Casa de dois andares,Casa
94607,38.0,1.0,0.0,2.0,1.0,140000,Jardim Dona Sinhá,Apartamento,Apartamento
94614,76.0,1.0,1.0,3.0,1.0,294000,Parque Sao Lucas,Apartamento,Apartamento
94616,220.0,4.0,1.0,3.0,7.0,595000,Vila Bela,Casa de dois andares,Casa
94617,35.0,1.0,0.0,1.0,1.0,157500,Vila Alpina,Condomínio,Outro
94620,61.0,2.0,1.0,3.0,1.0,244999,Jardim Ângela (Zona Leste),Apartamento,Apartamento
94621,76.0,2.0,1.0,2.0,2.0,840000,Vila Olimpia,Apartamento,Apartamento
94629,54.0,2.0,1.0,2.0,1.0,297500,Vila Prudente,Apartamento,Apartamento
94631,75.0,2.0,1.0,3.0,2.0,304500,Parque Sao Lucas,Apartamento,Apartamento
94634,52.0,2.0,1.0,1.0,1.0,427000,Vila Olímpia,Apartamento,Apartamento
94637,81.0,2.0,1.0,3.0,2.0,823612,Vila Olimpia,Apartamento,Apartamento
94641,132.0,3.0,1.0,4.0,2.0,385000,Parque Ipê,Casa,Casa
94643,48.0,1.0,0.0,1.0,2.0,864220,Itaim Bibi,Apartamento,Apartamento
94647,55.0,2.0,0.0,2.0,1.0,392000,Vila Olímpia,Apartamento,Apartamento
94648,52.0,1.0,0.0,1.0,1.0,384300,Vila Olímpia,Apartamento,Apartamento
94651,60.0,1.0,1.0,1.0,1.0,595000,Vila Olímpia,Apartamento,Apartamento
94668,120.0,3.0,1.0,3.0,2.0,475999,Ipiranga,Apartamento,Apartamento
94676,50.0,1.0,0.0,3.0,1.0,298200,Ipiranga,Apartamento,Apartamento
94678,53.0,1.0,0.0,2.0,1.0,224000,Vila Bela,Apartamento,Apartamento
94679,118.0,2.0,1.0,3.0,2.0,489999,Ipiranga,Apartamento,Apartamento
94682,130.0,3.0,1.0,3.0,2.0,602210,Ipiranga,Apartamento,Apartamento
94686,70.0,1.0,1.0,3.0,1.0,227500,Vila Bancaria,Apartamento,Apartamento
94688,36.0,1.0,0.0,1.0,1.0,378000,Vila Nova Conceição,Apartamento,Apartamento
94690,70.0,1.0,0.0,1.0,1.0,896000,Itaim Bibi,Apartamento,Apartamento
94692,65.0,2.0,1.0,2.0,1.0,896000,Vila Nova Conceição,Apartamento,Apartamento
94693,136.0,3.0,1.0,4.0,3.0,958999,Vila Clementino,Apartamento,Apartamento
94707,105.0,3.0,0.0,3.0,1.0,564900,Vila Nova Conceição,Apartamento,Apartamento
94712,80.0,2.0,0.0,1.0,1.0,665000,Vila Nova Conceição,Apartamento,Apartamento
94719,56.0,1.0,1.0,2.0,2.0,342930,Ipiranga,Apartamento,Apartamento
94725,49.0,1.0,0.0,1.0,1.0,371000,Vila Olímpia,Apartamento,Apartamento
94732,60.0,1.0,0.0,3.0,1.0,206500,Vila Alpina,Apartamento,Apartamento
94733,75.0,3.0,1.0,3.0,1.0,315000,Vila Alpina,Casa de dois andares,Casa
94743,250.0,4.0,0.0,4.0,1.0,482999,Cidade Continental,Casa,Casa
94747,49.0,2.0,1.0,1.0,1.0,230299,Ipiranga,Apartamento,Apartamento
94751,70.0,2.0,1.0,2.0,1.0,287000,Vila Prudente,Apartamento,Apartamento
94752,74.0,2.0,2.0,2.0,1.0,269500,Vila Prudente,Condomínio,Outro
94753,35.0,1.0,0.0,1.0,1.0,237439,Vila Clementino,Flat,Apartamento
94758,101.0,3.0,1.0,3.0,3.0,448000,Vila Lúcia,Casa de dois andares,Casa
94761,69.0,1.0,1.0,2.0,1.0,753935,Vila Clementino,Apartamento,Apartamento
94770,54.0,1.0,0.0,2.0,1.0,161000,Jardim Jaqueline,Apartamento,Apartamento
94772,34.0,1.0,1.0,1.0,1.0,226100,Ipiranga,Apartamento,Apartamento
94777,100.0,3.0,1.0,3.0,2.0,876078,Vila Clementino,Apartamento,Apartamento
94778,62.0,2.0,1.0,2.0,1.0,340900,Vila Firmiano Pinto,Apartamento,Apartamento
94781,100.0,2.0,1.0,3.0,3.0,448000,Vila Lúcia,Casa de dois andares,Casa
94784,116.0,1.0,1.0,3.0,1.0,308000,Vila Alpina,Casa de dois andares,Casa
94786,45.0,1.0,0.0,1.0,1.0,329000,Vila Olimpia,Apartamento,Apartamento
94787,52.0,1.0,0.0,2.0,1.0,251999,Vila Prudente,Apartamento,Apartamento
94792,90.0,1.0,1.0,1.0,2.0,784000,Vila Olímpia,Apartamento,Apartamento
94793,146.0,3.0,2.0,3.0,2.0,910000,Vila Clementino,Apartamento,Apartamento
94801,74.0,1.0,0.0,1.0,1.0,770000,Vila Olimpia,Apartamento,Apartamento
94817,210.0,5.0,4.0,4.0,4.0,1750000,Jardim Vila Mariana,Cobertura,Apartamento
94818,192.0,3.0,1.0,3.0,2.0,700000,Vila Prudente,Cobertura,Apartamento
94823,76.0,2.0,1.0,1.0,2.0,891541,Vila Olimpia,Apartamento,Apartamento
94835,120.0,4.0,1.0,3.0,2.0,489999,Parque São Lucas,Casa de dois andares,Casa
94842,67.0,2.0,1.0,1.0,1.0,651000,Vila Olímpia,Apartamento,Apartamento
94845,35.0,1.0,0.0,1.0,1.0,203000,Vila Clementino,Flat,Apartamento
94846,68.0,2.0,1.0,3.0,1.0,209300,Jardim Luísa,Apartamento,Apartamento
94854,70.0,2.0,1.0,3.0,1.0,192500,Jardim Luísa,Apartamento,Apartamento
94863,81.0,1.0,0.0,2.0,2.0,258999,Jardim das Vertentes,Casa,Casa
94873,35.0,1.0,1.0,1.0,1.0,409500,Vila Nova Conceição,Apartamento,Apartamento
94876,111.0,2.0,1.0,3.0,2.0,703500,Jardim Vila Mariana,Apartamento,Apartamento
94884,210.0,6.0,4.0,4.0,4.0,1610000,Jardim Vila Mariana,Cobertura,Apartamento
94885,112.0,3.0,1.0,3.0,2.0,630000,Vila Clementino,Apartamento,Apartamento
94889,160.0,4.0,1.0,3.0,3.0,1050000,Vila Clementino,Cobertura,Apartamento
94891,35.0,1.0,0.0,1.0,1.0,429711,Itaim Bibi,Apartamento,Apartamento
94892,75.0,2.0,1.0,3.0,1.0,700000,Vila Olímpia,Apartamento,Apartamento
94895,75.0,2.0,0.0,2.0,1.0,482999,Vila Olímpia,Apartamento,Apartamento
94899,230.0,3.0,3.0,4.0,5.0,1610000,Vila Mariana,Cobertura,Apartamento
94901,60.0,2.0,1.0,1.0,1.0,559300,Vila Nova Conceição,Apartamento,Apartamento
94902,52.0,1.0,0.0,2.0,1.0,262500,Mooca,Apartamento,Apartamento
94907,98.0,2.0,1.0,3.0,2.0,598500,Vila Mariana,Apartamento,Apartamento
94908,122.0,3.0,1.0,3.0,3.0,875000,Água Rasa,Apartamento,Apartamento
94911,90.0,1.0,0.0,2.0,1.0,427000,Vila Alois,Apartamento,Apartamento
94912,74.0,2.0,1.0,1.0,1.0,546000,Vila Nova Conceição,Apartamento,Apartamento
94913,110.0,2.0,1.0,3.0,2.0,630000,Jardim Vila Mariana,Apartamento,Apartamento
94916,115.0,2.0,1.0,3.0,2.0,441000,Vila Lúcia,Casa,Casa
94920,89.0,3.0,1.0,3.0,2.0,385000,Vila Prudente,Apartamento,Apartamento
94926,76.0,2.0,1.0,2.0,2.0,294000,Vila Paulo Silas,Apartamento,Apartamento
94930,175.0,2.0,0.0,3.0,1.0,294000,Ipiranga,Casa,Casa
94931,82.0,2.0,1.0,3.0,2.0,413000,Vila Lúcia,Condomínio,Outro
94932,112.0,1.0,1.0,3.0,2.0,384300,Jardim Fernandes,Condomínio,Outro
94933,153.0,2.0,1.0,3.0,2.0,441000,Vila Ema,Casa de dois andares,Casa
94935,126.0,3.0,2.0,3.0,2.0,744800,Indianópolis,Apartamento,Apartamento
94943,57.0,2.0,1.0,2.0,2.0,416500,Cidade Monções,Apartamento,Apartamento
94944,99.0,2.0,0.0,3.0,1.0,576800,Vila Olímpia,Apartamento,Apartamento
94946,144.0,2.0,0.0,2.0,2.0,461999,Ferreira,Casa,Casa
94947,170.0,2.0,0.0,2.0,2.0,525000,Brooklin Paulista,Casa,Casa
94951,50.0,1.0,0.0,1.0,1.0,322000,Vila Uberabinha,Flat,Apartamento
94953,76.0,2.0,1.0,2.0,2.0,430500,Vila Sonia,Apartamento,Apartamento
94955,112.0,2.0,1.0,2.0,2.0,385000,Jardim Colombo,Apartamento,Apartamento
94956,26.0,1.0,1.0,1.0,1.0,258999,Cidade Monções,Flat,Apartamento
94960,70.0,1.0,0.0,1.0,2.0,770000,Vila Olímpia,Apartamento,Apartamento
94961,39.0,1.0,0.0,1.0,1.0,259699,Mirandópolis,Apartamento,Apartamento
94963,72.0,1.0,0.0,1.0,2.0,770000,Vila Olímpia,Apartamento,Apartamento
94965,253.0,6.0,4.0,4.0,4.0,1323000,Morumbi,Cobertura,Apartamento
94966,96.0,2.0,1.0,2.0,2.0,431836,Morumbi,Apartamento,Apartamento
94970,95.0,3.0,1.0,3.0,1.0,594300,Brooklin Paulista,Apartamento,Apartamento
94971,54.0,2.0,0.0,2.0,1.0,213500,Morumbi,Apartamento,Apartamento
94975,40.0,1.0,0.0,1.0,1.0,185500,Morumbi,Flat,Apartamento
94977,100.0,2.0,0.0,3.0,2.0,371000,Morumbi,Apartamento,Apartamento
94978,69.0,1.0,0.0,2.0,1.0,189000,Jardim Celeste,Apartamento,Apartamento
94987,84.0,2.0,1.0,2.0,1.0,840000,Brooklin Paulista,Apartamento,Apartamento
94990,292.0,3.0,2.0,2.0,4.0,1946209,Vila Progredior,Cobertura,Apartamento
94993,60.0,1.0,0.0,3.0,1.0,164500,Jardim Dracena,Apartamento,Apartamento
94994,115.0,3.0,1.0,3.0,2.0,343000,Jardim Rosa Maria,Condomínio,Outro
94998,65.0,2.0,1.0,2.0,2.0,269500,Vila Paulo Silas,Apartamento,Apartamento
94999,108.0,3.0,1.0,4.0,2.0,357000,Conjunto Promorar Raposo Tavares,Apartamento,Apartamento
95004,65.0,2.0,1.0,2.0,1.0,287000,Vila Paulo Silas,Apartamento,Apartamento
95005,84.0,2.0,1.0,3.0,2.0,455000,Vila Sônia,Apartamento,Apartamento
95007,220.0,4.0,1.0,3.0,6.0,434000,Vila Cleonice,Casa de dois andares,Casa
95013,62.0,1.0,0.0,2.0,1.0,185500,Vila Ema,Apartamento,Apartamento
95014,90.0,2.0,2.0,2.0,2.0,322000,Jardim das Vertentes,Condomínio,Outro
95015,90.0,1.0,1.0,1.0,2.0,869680,Vila Olímpia,Apartamento,Apartamento
95017,48.0,1.0,0.0,2.0,1.0,56000,Conjunto Habitacional Santa Etelvina II,Apartamento,Apartamento
95023,65.0,1.0,0.0,3.0,1.0,296800,Conjunto Habitacional Santa Etelvina II,Apartamento,Apartamento
95025,45.0,1.0,0.0,1.0,1.0,799400,Vila Nova Conceição,Apartamento,Apartamento
95036,78.0,2.0,1.0,2.0,1.0,877583,Vila Olímpia,Apartamento,Apartamento
95038,72.0,2.0,0.0,2.0,1.0,546000,Vila Olímpia,Apartamento,Apartamento
95039,70.0,2.0,0.0,2.0,1.0,542500,Jardim Vila Mariana,Apartamento,Apartamento
95050,148.0,3.0,2.0,4.0,3.0,910000,Jardim Vila Mariana,Apartamento,Apartamento
95053,35.0,1.0,1.0,1.0,1.0,315000,Vila Mariana,Apartamento,Apartamento
95055,56.0,2.0,1.0,2.0,1.0,480199,Vila Clementino,Apartamento,Apartamento
95057,54.0,1.0,0.0,2.0,1.0,224000,Jardim das Vertentes,Apartamento,Apartamento
95059,57.0,2.0,1.0,2.0,1.0,428428,Jardim Vila Mariana,Apartamento,Apartamento
95062,283.0,6.0,3.0,3.0,3.0,1820000,Ipiranga,Cobertura,Apartamento
95074,120.0,3.0,1.0,3.0,2.0,770000,Jardim Vila Mariana,Apartamento,Apartamento
95075,87.0,2.0,1.0,2.0,2.0,595000,Vila Mariana,Apartamento,Apartamento
95077,75.0,2.0,1.0,2.0,1.0,595000,Jardim Vila Mariana,Apartamento,Apartamento
95085,92.0,2.0,0.0,3.0,1.0,482999,Vila Mariana,Apartamento,Apartamento
95091,105.0,2.0,1.0,3.0,2.0,770000,Jardim Vila Mariana,Apartamento,Apartamento
95098,77.0,2.0,0.0,3.0,1.0,276500,Jardim Esmeralda,Apartamento,Apartamento
95102,131.0,2.0,1.0,3.0,2.0,378000,Jardim Independência,Cobertura,Apartamento
95107,74.0,2.0,0.0,2.0,1.0,535500,Vila Nova Conceição,Apartamento,Apartamento
95109,73.0,2.0,1.0,2.0,2.0,896000,Vila Nova Conceição,Apartamento,Apartamento
95114,104.0,1.0,1.0,3.0,2.0,744100,Vila Nova Conceição,Apartamento,Apartamento
95115,106.0,3.0,1.0,3.0,2.0,770000,Jardim Vila Mariana,Apartamento,Apartamento
95122,75.0,1.0,0.0,2.0,1.0,742000,Vila Mariana,Apartamento,Apartamento
95125,140.0,3.0,1.0,3.0,2.0,958999,Vila Mariana,Apartamento,Apartamento
95128,71.0,2.0,1.0,2.0,1.0,525000,Jardim Vila Mariana,Apartamento,Apartamento
95130,45.0,1.0,1.0,1.0,1.0,647640,Vila Nova Conceição,Apartamento,Apartamento
95133,54.0,2.0,1.0,2.0,1.0,346500,Ipiranga,Apartamento,Apartamento
95138,48.0,1.0,0.0,2.0,1.0,230999,Ipiranga,Apartamento,Apartamento
95140,90.0,2.0,1.0,3.0,2.0,574000,Jardim Vila Mariana,Apartamento,Apartamento
95144,87.0,2.0,1.0,3.0,1.0,430500,Ipiranga,Apartamento,Apartamento
95145,46.0,1.0,1.0,1.0,1.0,882000,Vila Nova Conceição,Apartamento,Apartamento
95150,124.0,3.0,1.0,3.0,2.0,665000,Jardim Vila Mariana,Apartamento,Apartamento
95151,126.0,3.0,1.0,3.0,2.0,595000,Jardim Vila Mariana,Apartamento,Apartamento
95152,123.0,2.0,1.0,3.0,2.0,742000,Jardim Vila Mariana,Apartamento,Apartamento
95164,36.0,1.0,1.0,1.0,1.0,262306,Vila Mariana,Apartamento,Apartamento
95175,100.0,3.0,1.0,3.0,2.0,735000,Vila Mariana,Apartamento,Apartamento
95179,60.0,1.0,0.0,2.0,1.0,357000,Vila Mariana,Apartamento,Apartamento
95180,118.0,2.0,1.0,3.0,3.0,756000,Jardim Vila Mariana,Apartamento,Apartamento
95181,62.0,2.0,1.0,2.0,2.0,458500,Vila Mariana,Apartamento,Apartamento
95192,53.0,2.0,1.0,2.0,1.0,405300,Jardim Vila Mariana,Apartamento,Apartamento
95200,150.0,1.0,1.0,3.0,2.0,595000,Ipiranga,Casa de dois andares,Casa
95203,38.0,1.0,0.0,1.0,1.0,412848,Itaim Bibi,Apartamento,Apartamento
95216,134.0,2.0,1.0,3.0,2.0,588000,Jardim Trussardi,Casa de dois andares,Casa
