area_util,banheiros,suites,quartos,vagas_garagem,preco_venda,bairro,tipo_imovel,tipo_imovel_recategorized
60329,64.0,2.0,1.0,2.0,1.0,301000,Vila Bertioga,Apartamento,Apartamento
60330,315.0,3.0,1.0,3.0,4.0,1014999,Vila Regente Feijó,Cobertura,Apartamento
60331,333.0,2.0,4.0,4.0,5.0,2660000,Água Rasa,Cobertura,Apartamento
60335,82.0,2.0,0.0,3.0,1.0,301000,Jaguaré,Apartamento,Apartamento
60336,83.0,1.0,1.0,3.0,2.0,392000,Vila Regente Feijó,Apartamento,Apartamento
60338,61.0,2.0,1.0,2.0,2.0,280000,Vila Bertioga,Apartamento,Apartamento
60339,87.0,2.0,1.0,3.0,2.0,446600,Mooca,Apartamento,Apartamento
60342,60.0,1.0,1.0,2.0,2.0,311500,Mooca,Apartamento,Apartamento
60343,78.0,1.0,0.0,2.0,1.0,489999,Pinheiros,Apartamento,Apartamento
60344,88.0,2.0,1.0,3.0,2.0,448000,Mooca,Apartamento,Apartamento
60347,70.0,2.0,1.0,2.0,1.0,500499,Sumarezinho,Apartamento,Apartamento
60348,80.0,2.0,0.0,2.0,1.0,543900,Pinheiros,Apartamento,Apartamento
60359,55.0,2.0,1.0,2.0,1.0,338100,Mooca,Apartamento,Apartamento
60360,46.0,1.0,0.0,2.0,1.0,241499,Liberdade,Apartamento,Apartamento
60364,40.0,1.0,1.0,1.0,1.0,251999,Bela Vista,Apartamento,Apartamento
60365,67.0,1.0,0.0,2.0,1.0,217000,Vila Lageado,Apartamento,Apartamento
60369,28.0,1.0,0.0,1.0,1.0,227500,Bela Vista,Apartamento,Apartamento
60370,70.0,1.0,0.0,2.0,1.0,371000,Vila Regente Feijó,Apartamento,Apartamento
60371,220.0,2.0,1.0,3.0,3.0,826000,Tatuapé,Cobertura,Apartamento
60374,69.0,1.0,0.0,2.0,1.0,244999,Mooca,Apartamento,Apartamento
60378,90.0,3.0,1.0,2.0,2.0,455000,Vila Lageado,Apartamento,Apartamento
60381,80.0,2.0,0.0,2.0,1.0,556500,Vila Madalena,Apartamento,Apartamento
60383,70.0,1.0,0.0,2.0,1.0,206500,Cidade Líder,Casa,Casa
60384,78.0,2.0,1.0,1.0,2.0,704200,Pinheiros,Apartamento,Apartamento
60386,40.0,1.0,0.0,1.0,1.0,301000,Bela Vista,Apartamento,Apartamento
60387,152.0,2.0,1.0,3.0,1.0,944999,Pinheiros,Apartamento,Apartamento
60392,84.0,3.0,1.0,2.0,1.0,623000,Pinheiros,Apartamento,Apartamento
60397,42.0,1.0,0.0,2.0,1.0,322000,Bela Vista,Apartamento,Apartamento
60399,101.0,2.0,1.0,3.0,2.0,889000,Pinheiros,Apartamento,Apartamento
60402,33.0,1.0,0.0,1.0,1.0,168000,Mooca,Apartamento,Apartamento
60407,61.0,2.0,1.0,2.0,1.0,266000,Vila Carrão,Apartamento,Apartamento
60408,119.0,2.0,2.0,2.0,2.0,805000,Vila Carrão,Apartamento,Apartamento
60411,60.0,2.0,1.0,2.0,1.0,239399,Vila Carrão,Apartamento,Apartamento
60413,75.0,2.0,1.0,3.0,2.0,419930,Alto da Mooca,Apartamento,Apartamento
60414,56.0,1.0,0.0,2.0,1.0,229599,Jardim Textil,Apartamento,Apartamento
60415,95.0,3.0,1.0,3.0,2.0,805000,Vila Regente Feijó,Apartamento,Apartamento
60422,68.0,1.0,0.0,3.0,1.0,237999,Vila Carrao,Apartamento,Apartamento
60424,70.0,1.0,1.0,3.0,2.0,270900,Vila Carrão,Apartamento,Apartamento
60428,129.0,2.0,1.0,2.0,2.0,665000,Pinheiros,Apartamento,Apartamento
60436,160.0,2.0,1.0,3.0,2.0,560000,Vila Regente Feijó,Casa de dois andares,Casa
60438,75.0,2.0,1.0,3.0,1.0,352800,Jd São Francisco,Apartamento,Apartamento
60439,189.0,4.0,2.0,2.0,3.0,1785000,Pinheiros,Cobertura,Apartamento
60442,91.0,3.0,1.0,3.0,2.0,651000,Vila Regente Feijó,Apartamento,Apartamento
60444,140.0,4.0,0.0,3.0,2.0,468999,Vila Lageado,Casa,Casa
60445,93.0,2.0,1.0,3.0,2.0,595000,Jardim America,Apartamento,Apartamento
60454,110.0,2.0,1.0,3.0,2.0,448000,Mooca,Apartamento,Apartamento
60456,56.0,1.0,0.0,2.0,1.0,108500,Conjunto Residencial José Bonifácio,Apartamento,Apartamento
60459,86.0,2.0,0.0,2.0,2.0,574886,Bela Vista,Apartamento,Apartamento
60460,48.0,1.0,0.0,2.0,1.0,175000,Vila Carmosina,Apartamento,Apartamento
60461,48.0,1.0,0.0,1.0,1.0,329000,Consolação,Apartamento,Apartamento
60464,85.0,3.0,1.0,2.0,2.0,385000,Vila Lageado,Casa,Casa
60465,64.0,1.0,0.0,2.0,1.0,189000,Vila Carmosina,Condomínio,Outro
60470,250.0,2.0,1.0,3.0,4.0,595000,Jardim Textil,Casa de dois andares,Casa
60474,110.0,3.0,1.0,3.0,2.0,475999,Mooca,Casa de dois andares,Casa
60475,65.0,2.0,1.0,2.0,2.0,297500,Mooca,Apartamento,Apartamento
60480,60.0,2.0,1.0,3.0,1.0,330960,Mooca,Apartamento,Apartamento
60482,55.0,2.0,1.0,2.0,1.0,258999,Mooca,Apartamento,Apartamento
60487,137.0,2.0,1.0,3.0,3.0,700000,Jardim Anália Franco,Apartamento,Apartamento
60490,100.0,3.0,1.0,3.0,2.0,427000,Vila Carrão,Casa,Casa
60492,65.0,1.0,1.0,3.0,1.0,217000,Vila Carrão,Apartamento,Apartamento
60494,100.0,2.0,0.0,2.0,2.0,489999,São Paulo,Condomínio,Outro
60495,64.0,2.0,1.0,3.0,1.0,315000,Vila Carrão,Apartamento,Apartamento
60496,120.0,3.0,1.0,3.0,2.0,475999,Vila Carrão,Casa de dois andares,Casa
60498,125.0,3.0,0.0,2.0,2.0,434000,Vila Carrão,Casa,Casa
60501,60.0,1.0,0.0,2.0,2.0,237999,Vila Carrão,Apartamento,Apartamento
60502,75.0,1.0,0.0,2.0,2.0,297500,Vila Lageado,Apartamento,Apartamento
60507,40.0,1.0,1.0,1.0,1.0,220500,Consolação,Flat,Apartamento
60514,45.0,1.0,1.0,1.0,1.0,315000,Jardins,Flat,Apartamento
60517,101.0,2.0,1.0,3.0,1.0,672000,Pinheiros,Apartamento,Apartamento
60519,130.0,2.0,1.0,2.0,1.0,686000,Alto de Pinheiros,Apartamento,Apartamento
60523,52.0,1.0,0.0,1.0,1.0,374500,Consolação,Apartamento,Apartamento
60527,28.0,1.0,1.0,1.0,1.0,168000,Bela Vista,Flat,Apartamento
60541,56.0,1.0,1.0,2.0,2.0,840000,Vila Madalena,Apartamento,Apartamento
60543,45.0,1.0,0.0,1.0,1.0,300300,Bela Vista,Apartamento,Apartamento
60544,80.0,2.0,0.0,3.0,1.0,329000,Vila Carrão,Apartamento,Apartamento
60555,43.0,2.0,1.0,1.0,1.0,420000,Pinheiros,Apartamento,Apartamento
60556,65.0,1.0,0.0,3.0,1.0,227500,Vila Carrão,Apartamento,Apartamento
60560,142.0,1.0,1.0,3.0,2.0,503999,Jardim Textil,Casa,Casa
60561,69.0,1.0,0.0,3.0,1.0,190400,Jardim Brasilia,Apartamento,Apartamento
60565,55.0,1.0,0.0,2.0,1.0,112000,Artur Alvim,Apartamento,Apartamento
60566,52.0,1.0,0.0,2.0,1.0,217000,Sé,Apartamento,Apartamento
60568,88.0,1.0,1.0,3.0,2.0,402500,Vila Regente Feijó,Apartamento,Apartamento
60569,45.0,1.0,0.0,2.0,1.0,196000,Vila Carrão,Apartamento,Apartamento
60573,135.0,2.0,1.0,3.0,3.0,581000,Chac Paraíso,Apartamento,Apartamento
60576,305.0,3.0,2.0,2.0,5.0,2100000,Vila Regente Feijó,Cobertura,Apartamento
60580,78.0,2.0,1.0,2.0,2.0,512399,Jardim Anália Franco,Apartamento,Apartamento
60584,131.0,3.0,1.0,3.0,2.0,385000,Água Rasa,Casa de dois andares,Casa
60585,76.0,3.0,1.0,3.0,2.0,455000,Água Rasa,Apartamento,Apartamento
60595,130.0,2.0,0.0,3.0,1.0,489999,Vila Antonina,Casa,Casa
60602,62.0,1.0,0.0,1.0,1.0,455000,Vila Madalena,Apartamento,Apartamento
60607,88.0,3.0,2.0,2.0,2.0,667800,Vila Madalena,Apartamento,Apartamento
60617,57.0,2.0,2.0,2.0,1.0,522199,Pinheiros,Apartamento,Apartamento
60621,230.0,2.0,1.0,3.0,2.0,630000,Cidade Mãe do Céu,Casa de dois andares,Casa
60628,75.0,2.0,1.0,3.0,1.0,378000,Mooca,Apartamento,Apartamento
60629,35.0,1.0,0.0,1.0,1.0,303100,Consolação,Apartamento,Apartamento
60631,57.0,1.0,0.0,2.0,2.0,280000,Jaguaré,Apartamento,Apartamento
60632,35.0,1.0,0.0,1.0,1.0,258999,Consolação,Apartamento,Apartamento
60633,78.0,2.0,1.0,3.0,2.0,420000,Jaguaré,Apartamento,Apartamento
60634,109.0,3.0,1.0,3.0,2.0,700000,Sumarezinho,Apartamento,Apartamento
60637,78.0,2.0,1.0,3.0,2.0,382200,Jaguaré,Apartamento,Apartamento
60638,51.0,1.0,0.0,2.0,1.0,117914,Artur Alvim,Apartamento,Apartamento
60639,78.0,2.0,1.0,3.0,2.0,356300,Jaguaré,Apartamento,Apartamento
60642,65.0,2.0,1.0,2.0,1.0,329000,Mooca,Apartamento,Apartamento
60647,45.0,1.0,0.0,2.0,1.0,136500,Conjunto Residencial José Bonifácio,Apartamento,Apartamento
60649,70.0,2.0,1.0,3.0,2.0,336000,Chácara Santo Antônio (Zona Leste),Apartamento,Apartamento
60655,60.0,1.0,0.0,3.0,1.0,203000,Vila Carrão,Apartamento,Apartamento
60676,50.0,1.0,0.0,2.0,1.0,385000,Bela Vista,Apartamento,Apartamento
60678,62.0,1.0,0.0,3.0,1.0,217000,Jaguare,Apartamento,Apartamento
60679,100.0,1.0,0.0,1.0,2.0,315000,Bela Vista,Comercial,Outro
60682,112.0,3.0,1.0,3.0,2.0,384930,Jardim Fernandes,Casa de dois andares,Casa
60684,103.0,3.0,1.0,3.0,2.0,489999,Maranhão,Apartamento,Apartamento
60687,72.0,2.0,1.0,3.0,2.0,401030,Bela Vista,Apartamento,Apartamento
60689,106.0,1.0,0.0,3.0,1.0,514499,Consolação,Apartamento,Apartamento
60690,67.0,2.0,1.0,2.0,1.0,518629,Consolação,Apartamento,Apartamento
60693,103.0,3.0,1.0,3.0,2.0,489999,Canindé,Apartamento,Apartamento
60703,127.0,1.0,0.0,2.0,1.0,507499,Consolação,Apartamento,Apartamento
60713,60.0,1.0,0.0,2.0,1.0,175000,Itaquera,Condomínio,Outro
60716,125.0,3.0,1.0,3.0,2.0,556500,Cidade Mãe do Céu,Casa de dois andares,Casa
60724,82.0,1.0,0.0,2.0,1.0,489999,Vila Madalena,Apartamento,Apartamento
60725,70.0,2.0,1.0,3.0,1.0,360500,Jaguaré,Apartamento,Apartamento
60728,55.0,1.0,0.0,2.0,2.0,244999,Jaguaré,Apartamento,Apartamento
60735,68.0,2.0,1.0,2.0,1.0,399000,Mooca,Apartamento,Apartamento
60739,114.0,3.0,1.0,3.0,2.0,951999,Tatuapé,Apartamento,Apartamento
60745,150.0,3.0,0.0,3.0,4.0,482999,Quarta Parada,Casa,Casa
60750,200.0,3.0,1.0,3.0,2.0,700000,Cidade Mãe do Céu,Casa,Casa
60751,65.0,1.0,0.0,2.0,1.0,287000,Vila Carrão,Apartamento,Apartamento
60754,118.0,2.0,0.0,3.0,1.0,609000,Consolação,Apartamento,Apartamento
60757,70.0,1.0,2.0,2.0,2.0,875000,Consolação,Apartamento,Apartamento
60758,160.0,1.0,0.0,2.0,2.0,489999,Vila Carrão,Casa,Casa
60759,50.0,3.0,2.0,2.0,1.0,185500,Itaquera,Condomínio,Outro
60761,122.0,3.0,1.0,3.0,2.0,414400,Tatuapé,Apartamento,Apartamento
60762,46.0,1.0,0.0,2.0,1.0,194600,Vila Carrao,Apartamento,Apartamento
60764,48.0,1.0,0.0,2.0,1.0,105000,Itaquera,Apartamento,Apartamento
60767,45.0,1.0,0.0,2.0,1.0,156100,Itaquera,Apartamento,Apartamento
60769,203.0,1.0,1.0,3.0,4.0,665000,Vila Carrao,Casa de dois andares,Casa
60777,138.0,3.0,1.0,3.0,1.0,833000,Higienópolis,Apartamento,Apartamento
60787,98.0,2.0,0.0,2.0,1.0,581000,Higienópolis,Apartamento,Apartamento
60788,98.0,3.0,1.0,3.0,1.0,651000,Sumarezinho,Apartamento,Apartamento
60790,68.0,2.0,1.0,3.0,2.0,364000,Mooca,Apartamento,Apartamento
60800,80.0,2.0,0.0,2.0,3.0,489999,Jaguaré,Casa,Casa
60802,180.0,1.0,1.0,3.0,2.0,371000,Jaguare,Casa,Casa
60811,65.0,1.0,0.0,3.0,1.0,255499,Belém,Apartamento,Apartamento
60812,100.0,3.0,1.0,3.0,3.0,405300,Belenzinho,Casa de dois andares,Casa
60813,110.0,1.0,1.0,3.0,1.0,840000,Higianopolis,Apartamento,Apartamento
60814,110.0,4.0,2.0,2.0,2.0,890400,Higienópolis,Cobertura,Apartamento
60822,60.0,1.0,0.0,2.0,1.0,279300,Tatuapé,Apartamento,Apartamento
60824,64.0,2.0,1.0,3.0,1.0,333900,Mooca,Apartamento,Apartamento
60826,170.0,2.0,2.0,3.0,2.0,875000,Vila Carrão,Casa,Casa
60827,150.0,3.0,1.0,3.0,1.0,406000,Belenzinho,Casa de dois andares,Casa
60832,70.0,2.0,1.0,1.0,1.0,335300,Mooca,Apartamento,Apartamento
60840,48.0,1.0,0.0,2.0,1.0,129499,Artur Alvim,Apartamento,Apartamento
60842,144.0,2.0,1.0,3.0,2.0,770000,Higienópolis,Apartamento,Apartamento
60843,73.0,1.0,1.0,2.0,2.0,364000,Jaguaré,Apartamento,Apartamento
60846,50.0,1.0,0.0,2.0,1.0,196000,Vila Carrão,Apartamento,Apartamento
60850,79.0,1.0,1.0,3.0,1.0,406000,Vila Gomes Cardim,Apartamento,Apartamento
60851,72.0,2.0,1.0,3.0,2.0,325500,Jaguaré,Apartamento,Apartamento
60854,52.0,1.0,0.0,2.0,1.0,224000,Brás,Apartamento,Apartamento
60859,225.0,4.0,2.0,4.0,2.0,363300,Vila Nhocune,Casa,Casa
60861,56.0,1.0,0.0,2.0,1.0,266000,Brás,Apartamento,Apartamento
60865,110.0,3.0,0.0,3.0,1.0,770000,Higienópolis,Apartamento,Apartamento
60866,52.0,1.0,0.0,2.0,1.0,301000,Brás,Apartamento,Apartamento
60875,174.0,3.0,1.0,3.0,3.0,489999,Vila Dalila,Casa de dois andares,Casa
60877,74.0,2.0,1.0,3.0,2.0,441000,Água Rasa,Apartamento,Apartamento
60878,128.0,1.0,0.0,3.0,1.0,699930,Higienópolis,Apartamento,Apartamento
60880,103.0,3.0,1.0,3.0,2.0,399000,Vila Carrão,Casa de dois andares,Casa
60882,180.0,3.0,1.0,3.0,3.0,455000,Vila Dalila,Casa de dois andares,Casa
60885,90.0,2.0,0.0,2.0,1.0,468999,Vila Buarque,Apartamento,Apartamento
60893,73.0,2.0,1.0,3.0,2.0,434000,Chácara Santo Antônio (Zona Leste),Apartamento,Apartamento
60897,45.0,1.0,0.0,1.0,1.0,251999,Vila Gomes Cardim,Apartamento,Apartamento
60902,84.0,1.0,1.0,3.0,2.0,409500,Tatuapé,Apartamento,Apartamento
60904,94.0,2.0,1.0,4.0,2.0,510999,Tatuapé,Apartamento,Apartamento
60905,115.0,2.0,1.0,3.0,2.0,320600,Chácara Santo Antônio (Zona Leste),Casa de dois andares,Casa
60906,93.0,2.0,1.0,2.0,2.0,482999,Tatuapé,Apartamento,Apartamento
60910,92.0,3.0,2.0,2.0,1.0,892500,Sumarezinho,Apartamento,Apartamento
60914,80.0,2.0,0.0,2.0,1.0,371000,Tatuapé,Apartamento,Apartamento
60915,92.0,3.0,1.0,2.0,1.0,574000,Sumarezinho,Apartamento,Apartamento
60918,107.0,2.0,0.0,2.0,1.0,651000,Higienópolis,Apartamento,Apartamento
60925,295.0,6.0,4.0,4.0,4.0,2450000,Higienópolis,Cobertura,Apartamento
60926,119.0,3.0,1.0,3.0,2.0,686000,Higienópolis,Apartamento,Apartamento
60929,62.0,1.0,1.0,1.0,1.0,469120,Vila Madalena,Apartamento,Apartamento
60932,28.0,1.0,0.0,1.0,1.0,105000,República,Flat,Apartamento
60935,240.0,3.0,1.0,3.0,3.0,770000,Parque Continental,Casa,Casa
60938,113.0,2.0,1.0,3.0,2.0,700000,Higienópolis,Apartamento,Apartamento
60945,57.0,1.0,1.0,2.0,1.0,270200,Brás,Apartamento,Apartamento
60948,31.0,1.0,0.0,1.0,1.0,173600,Brás,Apartamento,Apartamento
60951,60.0,2.0,1.0,2.0,1.0,255499,Brás,Apartamento,Apartamento
60952,48.0,1.0,0.0,2.0,1.0,192500,Belenzinho,Apartamento,Apartamento
60956,72.0,2.0,1.0,3.0,1.0,294980,Brás,Apartamento,Apartamento
60958,72.0,2.0,0.0,2.0,1.0,523599,Sumarezinho,Apartamento,Apartamento
60961,116.0,2.0,1.0,3.0,2.0,521499,Chácara Santo Antônio (Zona Leste),Casa de dois andares,Casa
60962,75.0,2.0,1.0,3.0,2.0,427000,Vila Nova Manchester,Apartamento,Apartamento
60966,130.0,3.0,1.0,3.0,3.0,685300,Tatuapé,Apartamento,Apartamento
60969,61.0,2.0,1.0,3.0,1.0,308000,Vila Carrão,Apartamento,Apartamento
60973,63.0,1.0,0.0,2.0,1.0,217000,Brás,Apartamento,Apartamento
60978,190.0,3.0,1.0,3.0,3.0,700000,Vila Carrão,Casa de dois andares,Casa
60982,52.0,1.0,0.0,2.0,2.0,329000,Vila Gomes Cardim,Apartamento,Apartamento
60987,130.0,3.0,1.0,3.0,2.0,468999,Cambuci,Apartamento,Apartamento
60993,60.0,2.0,1.0,2.0,2.0,308000,Vila Prudente,Apartamento,Apartamento
60996,93.0,2.0,1.0,2.0,2.0,521499,Vila Canero,Apartamento,Apartamento
61001,56.0,1.0,0.0,2.0,2.0,294000,Vila Formosa,Apartamento,Apartamento
61002,70.0,1.0,2.0,2.0,2.0,217000,Vila Formosa,Condomínio,Outro
61005,90.0,1.0,0.0,2.0,1.0,280000,Vila Formosa,Casa,Casa
61006,121.0,2.0,1.0,3.0,2.0,455000,Chácara Mafalda,Casa,Casa
61009,100.0,2.0,0.0,2.0,1.0,735000,Jardim Paulista,Apartamento,Apartamento
61010,63.0,2.0,1.0,3.0,2.0,251999,Vila Butantã,Apartamento,Apartamento
61011,125.0,1.0,0.0,3.0,1.0,840000,Jardim Paulista,Apartamento,Apartamento
61014,56.0,1.0,0.0,2.0,1.0,273000,Vila Formosa,Apartamento,Apartamento
61016,90.0,2.0,1.0,3.0,2.0,458500,Vila Polopoli,Apartamento,Apartamento
61017,62.0,2.0,1.0,3.0,1.0,244999,Butantã,Apartamento,Apartamento
61021,140.0,2.0,1.0,3.0,2.0,385000,Chácara Belenzinho,Casa de dois andares,Casa
61023,80.0,1.0,1.0,2.0,2.0,336000,Vila Talarico,Condomínio,Outro
61024,83.0,2.0,1.0,3.0,2.0,385000,Vila Carrão,Apartamento,Apartamento
61027,150.0,4.0,2.0,3.0,3.0,546000,Parque Continental,Casa,Casa
61029,128.0,2.0,0.0,2.0,3.0,770000,Vila Gomes Cardim,Casa,Casa
61030,89.0,2.0,0.0,2.0,2.0,322000,Tatuapé,Apartamento,Apartamento
61032,83.0,2.0,0.0,3.0,2.0,290500,Jaguare,Apartamento,Apartamento
61033,90.0,3.0,2.0,3.0,2.0,658140,Vila Gomes Cardim,Apartamento,Apartamento
61034,198.0,3.0,1.0,4.0,2.0,910000,Vila Madalena,Casa,Casa
61035,82.0,2.0,1.0,2.0,2.0,350000,Jaguaré,Apartamento,Apartamento
61037,96.0,3.0,1.0,3.0,3.0,521499,Tatuapé,Apartamento,Apartamento
61046,57.0,1.0,0.0,3.0,1.0,244999,Jaguaré,Apartamento,Apartamento
61049,47.0,1.0,0.0,2.0,1.0,315000,Sumarezinho,Apartamento,Apartamento
61071,70.0,2.0,0.0,2.0,1.0,395500,Sumaré,Apartamento,Apartamento
61072,135.0,1.0,1.0,3.0,1.0,735000,Sumaré,Apartamento,Apartamento
61073,67.0,2.0,1.0,3.0,1.0,486499,Vila Anglo Brasileira,Apartamento,Apartamento
61075,123.0,2.0,0.0,2.0,1.0,630000,Alto de Pinheiros,Casa,Casa
61096,106.0,2.0,1.0,3.0,2.0,647500,Vila Califórnia,Apartamento,Apartamento
61100,106.0,3.0,1.0,3.0,2.0,665000,Chácara Califórnia,Apartamento,Apartamento
61101,36.0,1.0,0.0,1.0,1.0,280000,Vila Gomes Cardim,Apartamento,Apartamento
61102,118.0,2.0,1.0,3.0,2.0,360500,Vila Matilde,Condomínio,Outro
61114,47.0,1.0,0.0,2.0,1.0,182700,Vila Talarico,Apartamento,Apartamento
61118,58.0,2.0,1.0,2.0,1.0,350000,Vila Gomes Cardim,Apartamento,Apartamento
61119,250.0,1.0,0.0,3.0,2.0,560000,Vila Nhocune,Casa,Casa
61125,110.0,1.0,0.0,2.0,1.0,455000,Vila Gomes Cardim,Casa,Casa
61127,67.0,1.0,0.0,3.0,1.0,268100,Vila Matilde,Apartamento,Apartamento
61129,180.0,3.0,1.0,3.0,4.0,629300,Parque Continental,Casa,Casa
61134,49.0,1.0,0.0,2.0,1.0,393260,Boaçava,Apartamento,Apartamento
61138,103.0,2.0,1.0,3.0,2.0,623000,Perdizes,Apartamento,Apartamento
61140,110.0,1.0,1.0,3.0,3.0,707000,Sumaré,Apartamento,Apartamento
61142,41.0,1.0,0.0,1.0,1.0,279300,Sumaré,Apartamento,Apartamento
61145,103.0,3.0,1.0,3.0,2.0,626500,Perdizes,Apartamento,Apartamento
61146,63.0,3.0,1.0,2.0,1.0,381500,Sumaré,Apartamento,Apartamento
61147,60.0,1.0,1.0,2.0,1.0,343000,Sumaré,Apartamento,Apartamento
61152,263.0,3.0,0.0,1.0,4.0,1120000,Vila Pompéia,Depósito,Outro
61153,90.0,3.0,1.0,3.0,2.0,812000,Perdizes,Apartamento,Apartamento
61155,78.0,3.0,1.0,2.0,1.0,416500,Perdizes,Apartamento,Apartamento
61162,76.0,3.0,2.0,2.0,2.0,658000,Sumarezinho,Apartamento,Apartamento
61166,74.0,3.0,2.0,2.0,2.0,582400,Perdizes,Apartamento,Apartamento
61168,20.0,2.0,2.0,3.0,3.0,399000,Vila Lageado,Casa,Casa
61171,142.0,3.0,2.0,3.0,3.0,427000,Vila Lageado,Casa,Casa
61172,65.0,2.0,1.0,2.0,1.0,308000,Jaguaré,Apartamento,Apartamento
61179,130.0,3.0,0.0,3.0,2.0,266000,Conjunto Habitacional Padre José de Anchieta,Casa,Casa
61188,64.0,1.0,0.0,2.0,1.0,482999,Sumarezinho,Apartamento,Apartamento
61193,70.0,2.0,1.0,3.0,1.0,273000,Jaguaré,Apartamento,Apartamento
61194,250.0,4.0,1.0,3.0,3.0,1400000,Vila Gomes Cardim,Cobertura,Apartamento
61202,73.0,2.0,1.0,3.0,2.0,406000,Tatuapé,Apartamento,Apartamento
61203,57.0,2.0,1.0,2.0,1.0,474529,Pinheiros,Apartamento,Apartamento
61213,50.0,1.0,0.0,1.0,1.0,335300,Bela Vista,Apartamento,Apartamento
61215,160.0,4.0,1.0,3.0,3.0,910000,Avenida Marechal M,Cobertura,Apartamento
61217,84.0,2.0,1.0,3.0,2.0,489999,Vila Lageado,Apartamento,Apartamento
61218,60.0,1.0,0.0,2.0,1.0,217000,Vila Lageado,Apartamento,Apartamento
61219,102.0,3.0,1.0,3.0,2.0,616000,Vila Lageado,Apartamento,Apartamento
61224,67.0,2.0,1.0,2.0,1.0,523039,Consolação,Apartamento,Apartamento
61226,76.0,1.0,1.0,2.0,1.0,364700,Mooca,Apartamento,Apartamento
61229,63.0,2.0,1.0,3.0,1.0,360500,Mooca,Apartamento,Apartamento
61230,43.0,1.0,0.0,2.0,1.0,136500,Artur Alvim,Apartamento,Apartamento
61231,51.0,1.0,0.0,2.0,1.0,247752,Brás,Apartamento,Apartamento
61234,56.0,1.0,0.0,3.0,1.0,199500,Vila Carrao,Apartamento,Apartamento
61241,55.0,1.0,1.0,2.0,1.0,275800,Brás,Apartamento,Apartamento
61243,253.0,3.0,1.0,3.0,2.0,287000,Vila Carmosina,Casa de dois andares,Casa
61248,80.0,3.0,1.0,3.0,2.0,294000,Jardim Maringá,Casa de dois andares,Casa
61250,50.0,1.0,0.0,2.0,1.0,214900,Jaguaré,Apartamento,Apartamento
61256,67.0,2.0,0.0,3.0,1.0,364000,Jaguaré,Apartamento,Apartamento
61259,130.0,3.0,1.0,3.0,2.0,553000,Tatuapé,Apartamento,Apartamento
61263,156.0,2.0,1.0,3.0,2.0,630000,Vila Gomes Cardim,Casa de dois andares,Casa
61265,115.0,2.0,0.0,3.0,1.0,644000,Consolação,Apartamento,Apartamento
61267,75.0,2.0,1.0,3.0,1.0,315000,Tatuapé,Apartamento,Apartamento
61273,188.0,2.0,3.0,4.0,3.0,972999,Vila Carrao,Cobertura,Apartamento
61276,60.0,1.0,0.0,3.0,1.0,244999,Vila Carrão,Apartamento,Apartamento
61280,57.0,2.0,2.0,2.0,1.0,329000,Chácara Santo Antônio (Zona Leste),Apartamento,Apartamento
61282,65.0,2.0,2.0,2.0,1.0,322000,Chácara Santo Antônio Zona Leste,Apartamento,Apartamento
61284,72.0,2.0,1.0,3.0,1.0,325500,Vila Carrao,Apartamento,Apartamento
61285,75.0,2.0,1.0,3.0,2.0,420000,Vila Carrao,Apartamento,Apartamento
61286,59.0,1.0,0.0,2.0,1.0,281025,Brás,Apartamento,Apartamento
61288,63.0,1.0,0.0,3.0,1.0,230999,Vila Carrão,Apartamento,Apartamento
61297,61.0,2.0,1.0,2.0,1.0,287000,Brás,Apartamento,Apartamento
61298,160.0,3.0,1.0,3.0,2.0,510999,Água Rasa,Casa de dois andares,Casa
61300,159.0,2.0,1.0,3.0,1.0,665000,Consolação,Apartamento,Apartamento
61302,48.0,1.0,0.0,2.0,1.0,399000,Higienópolis,Apartamento,Apartamento
61311,121.0,1.0,0.0,3.0,1.0,735000,Consolação,Apartamento,Apartamento
61319,90.0,1.0,0.0,2.0,1.0,475999,Consolação,Apartamento,Apartamento
61329,158.0,2.0,1.0,3.0,4.0,875000,Parque Continental,Casa,Casa
61333,52.0,1.0,0.0,2.0,1.0,276500,Vila Gomes Cardim,Apartamento,Apartamento
61335,43.0,1.0,0.0,1.0,1.0,224000,Vila Gomes Cardim,Apartamento,Apartamento
61338,109.0,2.0,0.0,2.0,1.0,581000,Higienópolis,Apartamento,Apartamento
61345,127.0,2.0,1.0,3.0,2.0,392000,Cidade Mãe do Céu,Apartamento,Apartamento
61347,60.0,1.0,0.0,2.0,1.0,178500,Mooca,Apartamento,Apartamento
61348,110.0,3.0,1.0,3.0,1.0,770000,Higienópolis,Apartamento,Apartamento
61349,114.0,2.0,2.0,4.0,2.0,519399,Quarta Parada,Apartamento,Apartamento
61358,103.0,1.0,1.0,3.0,2.0,668500,Mooca,Apartamento,Apartamento
61360,112.0,2.0,1.0,3.0,2.0,665000,Mooca,Apartamento,Apartamento
61363,65.0,2.0,1.0,3.0,1.0,378000,Mooca,Apartamento,Apartamento
61367,53.0,1.0,0.0,2.0,1.0,258999,Mooca,Apartamento,Apartamento
61372,156.0,3.0,1.0,3.0,2.0,488599,Vila Carrão,Casa de dois andares,Casa
61380,140.0,3.0,1.0,3.0,3.0,489999,Vila Carrão,Casa de dois andares,Casa
61388,97.0,1.0,0.0,2.0,1.0,296800,Mooca,Apartamento,Apartamento
61389,20.0,1.0,2.0,1.0,2.0,489999,Rio Pequeno,Apartamento,Apartamento
